"Task","T3356"
"Scope 1/1, Sample 1/3 (METTLER TOLEDO USA (Ref. 25?C) | 4.01)"
"Result","Measurenormal1"
"t","E","T"
"1","169.6","20.2"
"2","169.6","20.2"
"3","169.6","20.2"
"4","169.6","20.2"
"5","169.7","20.2"
"6","169.7","20.2"
"7","169.7","20.2"
"8","169.7","20.2"
"9","169.7","20.2"
"10","169.8","20.2"
"11","169.8","20.2"
"12","169.8","20.2"
"13","169.8","20.2"
"14","169.9","20.2"
"15","169.8","20.2"
"16","169.8","20.2"
"Scope 1/1, Sample 2/3 (METTLER TOLEDO USA (Ref. 25?C) | 7.00)"
"Result","Measurenormal1"
"t","E","T"
"1","-2.0","20.1"
"2","-1.9","20.1"
"3","-1.9","20.1"
"4","-2.0","20.1"
"5","-1.9","20.1"
"6","-1.9","20.1"
"7","-1.9","20.1"
"8","-1.9","20.1"
"9","-1.8","20.1"
"10","-1.9","20.1"
"11","-1.9","20.1"
"12","-1.8","20.1"
"13","-1.8","20.1"
"14","-1.8","20.1"
"15","-1.8","20.1"
"16","-1.8","20.1"
"Scope 1/1, Sample 3/3 (METTLER TOLEDO USA (Ref. 25?C) | 10.01)"
"Result","Measurenormal1"
"t","E","T"
"1","-172.8","20.2"
"2","-172.8","20.2"
"3","-172.9","20.2"
"4","-172.9","20.2"
"5","-172.9","20.2"
"6","-172.9","20.2"
"7","-172.9","20.2"
"8","-172.9","20.2"
"9","-172.9","20.2"
"10","-172.9","20.2"
"11","-172.9","20.2"
"12","-172.9","20.2"
"13","-172.9","20.2"
"14","-172.9","20.2"
"15","-172.9","20.2"
