Sample ID1,Weight,Salinity
JUNK1,59.851,35
POR-341,59.517,
POC-238,59.502,
BLANK-6,59.868,
POC-378,60.182,
POC-366,59.805,
INITIAL-1,59.799,
ACR-396,59.592,
INITIAL-2,59.78,
