"SampleID","TA","Mass","Sample.Index","TA_evap"
"Junk1",2339.19694405771,60.0337,1,2339.19694405771
"Junk2",2318.59818310024,59.7652,2,2317.27402651366
"Junk3",2315.55355766272,59.9405,3,2312.91023168365
"CRM",2213.74048396745,59.9773,4,2209.95199483345
