"Task","T3321"
"Scope 1/1, Sample 1/3 (METTLER TOLEDO USA (Ref. 25?C) | 4.01)"
"Result","Measurenormal1"
"t","E","T"
"1","172.3","19.2"
"2","172.3","19.2"
"3","172.3","19.2"
"4","172.3","19.2"
"5","172.3","19.2"
"6","172.4","19.2"
"7","172.4","19.2"
"8","172.4","19.2"
"9","172.4","19.2"
"10","172.4","19.2"
"11","172.4","19.2"
"12","172.4","19.2"
"13","172.5","19.2"
"14","172.5","19.2"
"15","172.5","19.2"
"16","172.5","19.2"
"Scope 1/1, Sample 2/3 (METTLER TOLEDO USA (Ref. 25?C) | 7.00)"
"Result","Measurenormal1"
"t","E","T"
"1","-0.1","19.1"
"2","-0.1","19.0"
"3","-0.1","19.1"
"4","0.0","19.0"
"5","0.0","19.0"
"6","0.0","19.0"
"7","0.0","19.0"
"8","0.0","19.0"
"9","-0.1","19.0"
"10","-0.1","19.0"
"11","0.0","19.0"
"12","0.0","19.0"
"13","-0.1","19.0"
"14","-0.1","19.0"
"15","0.0","19.0"
"16","0.0","19.0"
"Scope 1/1, Sample 3/3 (METTLER TOLEDO USA (Ref. 25?C) | 10.01)"
"Result","Measurenormal1"
"t","E","T"
"1","-170.2","19.0"
"2","-170.2","19.0"
"3","-170.3","19.0"
"4","-170.3","19.0"
"5","-170.3","19.0"
"6","-170.3","19.0"
"7","-170.4","19.0"
"8","-170.3","19.0"
"9","-170.3","19.0"
"10","-170.3","19.0"
"11","-170.3","19.0"
"12","-170.3","19.0"
"13","-170.3","19.0"
"14","-170.4","19.0"
"15","-170.3","19.0"
"16","-170.3","19.0"
