Sample ID1,Weight,Salinity
JUNK 1,59.733,35
INITIAL1_20200912_3,60.379,40.34
INITIAL2_20200912_3,60.446,40.41
ACR-343_20200912_3,60.081,40.35
POR-340_20200912_3,59.626,40.16
POR-362_20200912_3,60.031,40.29
POR-381_20200912_3,59.934,40.3
POR-387_20200912_3,60.478,40.35
POR-373_20200912_3,60.173,40.26
