SampleID,TA,Mass,Salinity
JUNK 1,2535.930815,59.733,35
Initial1_20200912_3,2337.256255,60.379,40.34
InitialL2_20200912_3,2348.791312,60.446,40.41
ACR-343_20200912_3,2333.80991,60.081,40.35
POR-340_20200912_3,2218.778084,59.626,40.16
POR-362_20200912_3,2265.812673,60.031,40.29
POR-381_20200912_3,2145.788018,59.934,40.3
POR-387_20200912_3,2295.438936,60.478,40.35
POR-373_20200912_3,2286.195536,60.173,40.26
