"SampleID","TA","Mass","Salinity"
"JUNK2",1813.48913600748,59.996,35
"BT1",1488.62585970102,60.485,36.05
"BT2",1489.07941653416,60.039,36.05
"BT3",1490.90302794296,60.068,36.05
"HT1",1488.61737189423,59.816,35.79
"HT2",1489.90246491406,59.702,35.79
"QT1",2249.49294468754,60.062,36.52
"QT2",2250.66704476675,60.438,36.52
