"SampleID","TA","Mass","Salinity"
"JUNK 1",2685.8503729423,59.55,35
"HT 1",2680.4034994765,60.258,34.64
"HT 2",2675.07024401343,59.87,34.64
"BT 1",2681.28181997349,60.463,34.54
"BT 2",2678.5218814283,60.355,34.54
"BT 3",2683.53523719408,60.197,34.54
"QT 1",2659.9826230186,60.431,35.91
"QT 2",2661.48088879878,59.701,35.91
