Task,T497
Scope 1/1, Sample 1/3 (METTLER TOLEDO USA (Ref. 25?C) | 4.01)
Result,Measurenormal1
t,E,T
1,172.1,23.7
2,172.1,23.7
3,172.1,23.7
4,172.1,23.7
5,172.1,23.7
6,172.1,23.7
7,172.1,23.7
8,172.0,23.7
9,172.0,23.7
10,172.0,23.7
11,172.1,23.7
12,172.1,23.7
13,172.1,23.7
14,172.1,23.7
15,172.1,23.7
16,172.0,23.7
Scope 1/1, Sample 2/3 (METTLER TOLEDO USA (Ref. 25?C) | 7.00)
Result,Measurenormal1
t,E,T
1,-2.8,23.7
2,-2.7,23.7
3,-2.8,23.7
4,-2.8,23.7
5,-2.8,23.7
6,-2.8,23.7
7,-2.8,23.7
8,-2.8,23.7
9,-2.8,23.7
10,-2.8,23.7
11,-2.8,23.7
12,-2.8,23.7
13,-2.8,23.7
14,-2.8,23.7
15,-2.8,23.7
Scope 1/1, Sample 3/3 (METTLER TOLEDO USA (Ref. 25?C) | 10.01)
Result,Measurenormal1
t,E,T
1,-178.0,23.7
2,-178.0,23.7
3,-178.0,23.7
4,-178.0,23.7
5,-178.0,23.7
6,-178.0,23.7
7,-178.0,23.7
8,-178.0,23.7
9,-178.0,23.7
10,-178.0,23.7
11,-178.0,23.7
12,-178.0,23.7
13,-178.0,23.7
14,-178.0,23.7
15,-178.0,23.6
16,-178.0,23.7
