Sample ID1,Weight,Salinity
JUNK 1,60.305,35
INITIAL2_20200107_8,59.997,40.96
POR-381_20200107_8,59.691,40.99
ACR-364_20200107_8,60.528,40.86
POC-373_20200107_8,60.144,40.72
POC-394_20200107_8,60.258,40.3
ACR-363_20200107_8,59.786,40.96
POR-357_20200107_8,60.547,40.81
INITIAL1_20200107_8,59.783,40.59
