"SampleID","TA","Mass","Salinity"
"JUNK 1",2470.8110324129,59.913,35
"Initial-1_20201105_7",2375.62110366287,59.944,38.74
"POR-362_20201105_7",2241.10360199427,59.764,38.51
"POC-386_20201105_7",2316.37118167983,59.829,38.5
"ACR-244_20201102_1",2278.36466941429,60.471,38.31
"POR-383_20201105_8",2317.13253582777,59.813,38.47
"ACR-237_20201102_1",2158.40301181357,60.309,38.53
"ACR-229_20201103_3",2288.22037691338,60.121,38.51
"Initial-1_20201103_4",2350.70154296439,59.984,38.65
