Sample ID1,Weight,Salinity
JUNK 1,59.913,35
Initial-1_20201105_7,59.944,38.74
POR-362_20201105_7,59.764,38.51
POC-386_20201105_7,59.829,38.5
ACR-244_20201102_1,60.471,38.31
POR-383_20201105_8,59.813,38.47
ACR-237_20201102_1,60.309,38.53
ACR-229_20201103_3,60.121,38.51
Initial-1_20201103_4,59.984,38.65
