Sample ID1,Weight,Salinity
JUNK2,59.923,35
20240710_2,59.408,38.55
20240715_5,59.214,38.76
20240720_3,59.867,38.47
20240722_4,60.799,38.97
20240726_6,60.574,38.9
20240809_3,60.018,38.95
20240814_5,59.653,39.36
20240726_3,59.881,39.76
