Sample ID1,Weight,Salinity
JUNK2,60.358,35
20240710_6,60.554,38.28
20240717_5,59.717,38.69
20240802_6,59.797,38.55
20240720_6,60.201,38.69
20240814_3,60.488,38.89
20240722_6,60.609,38.69
20240802_4,59.845,38.84
20240814_7,59.846,39.02
