"Task","T3140"
"Scope 1/1, Sample 1/3 (METTLER TOLEDO USA (Ref. 25?C) | 4.01)"
"Result","Measurenormal1"
"t","E","T"
"1","167.9","22.7"
"2","167.9","22.7"
"3","168.0","22.7"
"4","168.0","22.7"
"5","168.0","22.7"
"6","168.1","22.7"
"7","168.1","22.7"
"8","168.2","22.7"
"9","168.1","22.7"
"10","168.2","22.7"
"11","168.2","22.7"
"12","168.2","22.7"
"13","168.3","22.7"
"14","168.3","22.7"
"15","168.3","22.7"
"Scope 1/1, Sample 2/3 (METTLER TOLEDO USA (Ref. 25?C) | 7.00)"
"Result","Measurenormal1"
"t","E","T"
"1","-5.6","22.6"
"2","-5.5","22.6"
"3","-5.5","22.6"
"4","-5.5","22.6"
"5","-5.4","22.6"
"6","-5.3","22.6"
"7","-5.4","22.6"
"8","-5.3","22.6"
"9","-5.3","22.6"
"10","-5.2","22.6"
"11","-5.3","22.6"
"12","-5.2","22.6"
"13","-5.2","22.6"
"14","-5.2","22.6"
"15","-5.2","22.6"
"16","-5.1","22.6"
"Scope 1/1, Sample 3/3 (METTLER TOLEDO USA (Ref. 25?C) | 10.01)"
"Result","Measurenormal1"
"t","E","T"
"1","-178.5","22.5"
"2","-178.5","22.5"
"3","-178.5","22.5"
"4","-178.5","22.5"
"5","-178.5","22.5"
"6","-178.6","22.5"
"7","-178.6","22.5"
"8","-178.6","22.5"
"9","-178.6","22.5"
"10","-178.6","22.5"
"11","-178.6","22.5"
"12","-178.6","22.5"
"13","-178.6","22.5"
"14","-178.6","22.5"
"15","-178.6","22.5"
