"Date","SampleID","TA","Mass","Salinity"
"20231128","JUNK2",1102.56492596086,60.054,35
"20231128","BT1",1094.88251770486,59.961,34.3
"20231128","BT2",1091.7218370265,59.806,34.3
"20231128","BT3",2767.55784711083,60.265,34.96
"20231128","BT4",2801.0235286121,60.305,34.96
