Task,T722
Scope 1/1, Sample 1/3 (METTLER TOLEDO USA (Ref. 25?C) | 4.01)
Result,Measurenormal1
t,E,T
1,176.5,20.3
2,176.5,20.3
3,176.5,20.3
4,176.5,20.3
5,176.5,20.3
6,176.5,20.3
7,176.5,20.3
8,176.5,20.3
9,176.5,20.3
10,176.5,20.3
11,176.5,20.3
12,176.5,20.3
13,176.5,20.3
14,176.5,20.3
15,176.5,20.3
16,176.5,20.3
Scope 1/1, Sample 2/3 (METTLER TOLEDO USA (Ref. 25?C) | 7.00)
Result,Measurenormal1
t,E,T
1,2.5,20.2
2,2.6,20.2
3,2.7,20.2
4,2.7,20.2
5,2.6,20.2
6,2.6,20.2
7,2.6,20.2
8,2.6,20.2
9,2.6,20.2
10,2.6,20.2
11,2.6,20.2
12,2.6,20.2
13,2.6,20.2
14,2.6,20.2
15,2.6,20.2
16,2.6,20.2
Scope 1/1, Sample 3/3 (METTLER TOLEDO USA (Ref. 25?C) | 10.01)
Result,Measurenormal1
t,E,T
1,-172.9,20.2
2,-172.9,20.2
3,-172.9,20.2
4,-172.9,20.2
5,-172.9,20.2
6,-172.9,20.2
7,-172.9,20.2
8,-172.9,20.2
9,-173.0,20.2
10,-172.9,20.2
11,-173.0,20.2
12,-173.0,20.2
13,-173.0,20.2
14,-172.9,20.2
15,-173.0,20.2
16,-173.0,20.2
