Sample ID1,Weight,Salinity
JUNK 1,59.95,35
Initial1_20200105_3,37.256,35.6
POR-216_20200106_5,59.738,37.61
BK-5_20200106_5,60.523,37.46
BK-2_20200104_2,60.817,37.51
ACR-389_20200106_6,59.824,38.77
POC-248_20200104_2,29.433,35.4
Initial2_20200106_5,27.034,36.49
Initial2_20200111_14,49.902,37.15
