Task,T1708
Scope 1/1, Sample 1/3 (METTLER TOLEDO USA (Ref. 25?C) | 4.01)
Result,Measurenormal1
t,E,T
1,0.3,20.7
2,0.3,20.7
3,0.3,20.7
4,0.3,20.7
5,0.3,20.7
6,0.3,20.7
7,0.3,20.7
8,0.3,20.7
9,0.3,20.7
10,0.3,20.7
11,0.3,20.7
12,0.3,20.7
13,0.3,20.7
14,0.3,20.7
15,0.3,20.7
Scope 1/1, Sample 2/3 (METTLER TOLEDO USA (Ref. 25?C) | 7.00)
Result,Measurenormal1
t,E,T
1,0.2,20.7
2,0.2,20.7
3,0.2,20.7
4,0.2,20.7
5,0.2,20.7
6,0.2,20.7
7,0.2,20.7
8,0.2,20.7
9,0.2,20.7
10,0.2,20.7
11,0.2,20.7
12,0.2,20.7
13,0.2,20.7
14,0.2,20.7
15,0.2,20.7
16,0.2,20.7
Scope 1/1, Sample 3/3 (METTLER TOLEDO USA (Ref. 25?C) | 10.01)
Result,Measurenormal1
t,E,T
1,-0.1,20.6
2,-0.1,20.6
3,-0.1,20.6
4,-0.1,20.6
5,-0.1,20.6
6,-0.1,20.6
7,-0.1,20.6
8,-0.1,20.6
9,-0.1,20.6
10,-0.1,20.6
11,-0.1,20.6
12,-0.1,20.6
13,-0.1,20.6
14,-0.1,20.6
15,-0.1,20.6
