"Task","T2609"
"Scope 1/1, Sample 1/3 (METTLER TOLEDO USA (Ref. 25?C) | 4.01)"
"Result","Measurenormal1"
"t","E","T"
"1","167.3","22.0"
"2","167.3","22.0"
"3","167.3","22.0"
"4","167.4","22.0"
"5","167.4","22.0"
"6","167.4","22.0"
"7","167.5","22.0"
"8","167.5","22.0"
"9","167.5","22.0"
"10","167.5","22.0"
"11","167.6","22.0"
"12","167.6","22.0"
"13","167.6","22.0"
"14","167.6","22.0"
"15","167.6","22.0"
"16","167.7","22.0"
"Scope 1/1, Sample 2/3 (METTLER TOLEDO USA (Ref. 25?C) | 7.00)"
"Result","Measurenormal1"
"t","E","T"
"1","-6.0","21.7"
"2","-6.0","21.7"
"3","-5.9","21.7"
"4","-6.0","21.7"
"5","-5.9","21.7"
"6","-5.9","21.7"
"7","-5.9","21.7"
"8","-5.9","21.7"
"9","-6.0","21.7"
"10","-5.9","21.7"
"11","-5.9","21.7"
"12","-5.9","21.7"
"13","-5.9","21.7"
"14","-5.9","21.7"
"15","-5.9","21.7"
"Scope 1/1, Sample 3/3 (METTLER TOLEDO USA (Ref. 25?C) | 10.01)"
"Result","Measurenormal1"
"t","E","T"
"1","-179.9","21.5"
"2","-179.9","21.5"
"3","-179.9","21.5"
"4","-179.9","21.5"
"5","-179.9","21.5"
"6","-179.9","21.5"
"7","-179.9","21.5"
"8","-179.9","21.5"
"9","-179.9","21.5"
"10","-179.9","21.5"
"11","-179.9","21.5"
"12","-179.9","21.5"
"13","-179.9","21.5"
"14","-179.9","21.5"
"15","-180.0","21.5"
