Sample ID1,Weight,Salinity
JUNK1,59.851,35
POR-341,59.517,35.82
POC-238,59.502,35.82
BLANK-6,59.868,35.81
POC-378,60.182,35.83
POC-366,59.805,35.8
INITIAL-1,59.799,35.84
ACR-396,59.592,35.85
INITIAL-2,59.78,35.82
