"Task","T2851"
"Scope 1/1, Sample 1/3 (METTLER TOLEDO USA (Ref. 25?C) | 4.01)"
"Result","Measurenormal1"
"t","E","T"
"1","173.4","21.2"
"2","173.4","21.2"
"3","173.4","21.2"
"4","173.4","21.2"
"5","173.4","21.2"
"6","173.4","21.2"
"7","173.4","21.2"
"8","173.4","21.2"
"9","173.5","21.2"
"10","173.5","21.2"
"11","173.5","21.2"
"12","173.5","21.2"
"13","173.5","21.2"
"14","173.5","21.2"
"15","173.6","21.2"
"16","173.6","21.2"
"Scope 1/1, Sample 2/3 (METTLER TOLEDO USA (Ref. 25?C) | 7.00)"
"Result","Measurenormal1"
"t","E","T"
"1","1.1","21.1"
"2","1.0","21.1"
"3","1.1","21.1"
"4","1.1","21.1"
"5","1.1","21.1"
"6","1.2","21.1"
"7","1.1","21.1"
"8","1.1","21.1"
"9","1.0","21.1"
"10","1.1","21.1"
"11","1.0","21.1"
"12","1.0","21.1"
"13","1.0","21.1"
"14","1.1","21.1"
"15","1.1","21.1"
"Scope 1/1, Sample 3/3 (METTLER TOLEDO USA (Ref. 25?C) | 10.01)"
"Result","Measurenormal1"
"t","E","T"
"1","-170.1","21.0"
"2","-170.1","21.0"
"3","-170.1","21.0"
"4","-170.1","21.0"
"5","-170.1","21.0"
"6","-170.1","21.0"
"7","-170.1","21.0"
"8","-170.1","21.0"
"9","-170.2","21.0"
"10","-170.2","21.0"
"11","-170.2","21.0"
"12","-170.2","21.0"
"13","-170.2","21.0"
"14","-170.2","21.0"
"15","-170.2","21.0"
"16","-170.2","21.0"
