"Date","SampleID","TA","Mass","Salinity"
"20240711","JUNK1",2465.39599182155,60.364,35
"20240711","BT1",1640.96138938027,59.786,34.2
"20240711","BT2",1633.87012844999,59.554,34.2
"20240711","BT3",1635.94523781674,60.054,34.19
"20240711","BT4",1641.4273899756,59.544,34.19
