Sample ID1,Weight,Salinity
JUNK1,60.018,35
POR-81,59.848,39.33
POR-74,60.48,39.42
Initial-1,60.174,39.59
POC-41,60.024,39.44
POC-47,60.395,39.51
BK-12,60.067,39.43
POR-76,60.179,39.53
ACR-140,59.914,39.75
