"SampleID","TA","Mass","Salinity"
"JUNK1",2083.83581489909,59.875,35
"ACR-350",2313.45289533546,59.604,37.56
"ACR-343",2312.10286349871,60.376,37.58
"POC-391",2308.18425528784,60.361,37.7
"BK-7",2329.54336354651,59.908,37.66
"POC-377",2318.93041886119,59.958,37.66
"ACR-347",2287.77157182072,60.403,37.66
"POR-357",2301.85458181472,59.963,37.61
"POR-384",2068.74678641006,60.493,37.61
