Sample ID1,Weight,Salinity
JUNK 1,51.4,35
POR-357_20201105_7,56.134,39.5
POC-391_20201105_8,56.953,39.25
POC-375_20201105_7,58.838,38.89
Initial2_20201105_7,54.44,39.03
POC-394_20201105_8,55.353,38.91
POC-377_20201105_7,54.729,38.91
POC-378_20201105_7,56.844,38.71
ACR-234_20201102_1,54.75,38.98
