Sample ID1,Weight,Salinity
JUNK 1,53.023,35
POC-42_20201106_9,52.572,39.39
POR-240_20201102_2,55.106,39.54
Initial2_20201105_8,57.739,39.49
Initial2_20201102_1,61,39.47
ACR-390_20201105_7,59.167,39.46
BK-2_20201102_2,57.563,39.25
POR-384_20201105_8,56.42,39.28
POC-395_20201105_8,56.254,39.17
