Task,T1207
Scope 1/1, Sample 1/3 (METTLER TOLEDO USA (Ref. 25?C) | 4.01)
Result,Measurenormal1
t,E,T
1,176.4,20.4
2,176.4,20.4
3,176.5,20.4
4,176.4,20.4
5,176.4,20.4
6,176.4,20.4
7,176.4,20.4
8,176.3,20.4
9,176.4,20.4
10,176.4,20.4
11,176.4,20.4
12,176.4,20.4
13,176.4,20.4
14,176.4,20.4
15,176.4,20.4
Scope 1/1, Sample 2/3 (METTLER TOLEDO USA (Ref. 25?C) | 7.00)
Result,Measurenormal1
t,E,T
1,3.3,20.4
2,3.3,20.4
3,3.3,20.4
4,3.3,20.4
5,3.3,20.4
6,3.3,20.4
7,3.3,20.4
8,3.3,20.4
9,3.3,20.4
10,3.3,20.4
11,3.3,20.4
12,3.3,20.4
13,3.3,20.4
14,3.3,20.4
15,3.3,20.4
16,3.2,20.4
Scope 1/1, Sample 3/3 (METTLER TOLEDO USA (Ref. 25?C) | 10.01)
Result,Measurenormal1
t,E,T
1,-171.2,20.3
2,-171.2,20.3
3,-171.2,20.3
4,-171.2,20.3
5,-171.1,20.3
6,-171.4,20.3
7,-171.3,20.3
8,-171.3,20.3
9,-171.3,20.3
10,-171.3,20.3
11,-171.3,20.3
12,-171.3,20.3
13,-171.3,20.3
14,-171.3,20.3
15,-171.3,20.3
