"Date","SampleID","TA","Mass","Salinity"
"20250819","JUNK 2",1699.49679738606,59.51,35
"20250819","BT1",1688.34350681736,60.047,35.14
"20250819","BT2",1685.18690249799,59.805,35.14
"20250819","BT3",1686.20103107062,59.957,35.13
"20250819","BT4",1679.88393305927,60.221,35.13
"20250819","DT1",1740.09426566014,60.13,35.63
