"SampleID","TA","Mass","Salinity"
"JUNK 1",2539.32751998558,60.468,35
"HT 1",2353.11631252079,60.354,32.98
"HT 2",2356.90038144377,60.127,32.98
"BT 1",2356.72618882102,60.491,32.99
"BT 2",2358.19393719693,60.231,32.99
"BT 3",2361.92251242155,60.069,32.99
"QT 1 ",2637.12930364021,60.11,34.34
"QT 2",2634.01694531116,59.938,34.34
