Task,T935
Scope 1/1, Sample 1/3 (METTLER TOLEDO USA (Ref. 25?C) | 4.01)
Result,Measurenormal1
t,E,T
1,177.3,20.4
2,177.3,20.4
3,177.2,20.4
4,177.2,20.4
5,177.2,20.4
6,177.2,20.4
7,177.2,20.4
8,177.1,20.4
9,177.2,20.4
10,177.2,20.4
11,177.2,20.4
12,177.2,20.4
13,177.2,20.4
14,177.2,20.4
15,177.2,20.4
16,177.2,20.4
Scope 1/1, Sample 2/3 (METTLER TOLEDO USA (Ref. 25?C) | 7.00)
Result,Measurenormal1
t,E,T
1,4.3,20.2
2,4.3,20.2
3,4.3,20.2
4,4.3,20.2
5,4.3,20.2
6,4.2,20.2
7,4.2,20.2
8,4.2,20.2
9,4.3,20.2
10,4.2,20.2
11,4.3,20.2
12,4.3,20.2
13,4.3,20.2
14,4.3,20.2
15,4.2,20.2
16,4.2,20.2
Scope 1/1, Sample 3/3 (METTLER TOLEDO USA (Ref. 25?C) | 10.01)
Result,Measurenormal1
t,E,T
1,-170.5,20.2
2,-170.5,20.2
3,-170.5,20.2
4,-170.5,20.2
5,-170.5,20.2
6,-170.5,20.2
7,-170.6,20.2
8,-170.6,20.2
9,-170.6,20.2
10,-170.6,20.2
11,-170.6,20.2
12,-170.6,20.2
13,-170.6,20.2
14,-170.6,20.2
15,-170.6,20.2
16,-170.6,20.2
