Sample ID1,Weight,Salinity
JUNK 1,60.468,35
HT 1,60.354,32.98
HT 2,60.127,32.98
BT 1,60.491,32.99
BT 2,60.231,32.99
BT 3,60.069,32.99
QT 1 ,60.11,34.34
QT 2,59.938,34.34
