"Task","T2921"
"Scope 1/1, Sample 1/3 (METTLER TOLEDO USA (Ref. 25?C) | 4.01)"
"Result","Measurenormal1"
"t","E","T"
"1","172.6","22.4"
"2","172.6","22.4"
"3","172.6","22.4"
"4","172.6","22.4"
"5","172.7","22.4"
"6","172.7","22.4"
"7","172.7","22.4"
"8","172.7","22.4"
"9","172.7","22.4"
"10","172.7","22.4"
"11","172.8","22.4"
"12","172.8","22.4"
"13","172.8","22.4"
"14","172.8","22.4"
"15","172.8","22.4"
"Scope 1/1, Sample 2/3 (METTLER TOLEDO USA (Ref. 25?C) | 7.00)"
"Result","Measurenormal1"
"t","E","T"
"1","-0.2","22.3"
"2","-0.2","22.3"
"3","-0.2","22.3"
"4","-0.2","22.3"
"5","-0.2","22.3"
"6","-0.2","22.3"
"7","-0.2","22.3"
"8","0.4","22.3"
"9","0.5","22.3"
"10","0.2","22.3"
"11","0.0","22.3"
"12","-0.1","22.3"
"13","-0.1","22.3"
"14","-0.1","22.3"
"15","-0.1","22.3"
"Scope 1/1, Sample 3/3 (METTLER TOLEDO USA (Ref. 25?C) | 10.01)"
"Result","Measurenormal1"
"t","E","T"
"1","-172.4","22.2"
"2","-172.4","22.2"
"3","-172.4","22.2"
"4","-172.4","22.2"
"5","-172.5","22.3"
"6","-172.5","22.2"
"7","-172.5","22.2"
"8","-172.5","22.2"
"9","-172.5","22.2"
"10","-172.5","22.2"
"11","-172.5","22.2"
"12","-172.5","22.3"
"13","-172.5","22.2"
"14","-172.5","22.2"
"15","-172.5","22.3"
"16","-172.5","22.3"
