"Task","T2922"
"Scope 1/1, Sample 1/3 (METTLER TOLEDO USA (Ref. 25?C) | 4.01)"
"Result","Measurenormal1"
"t","E","T"
"1","172.6","22.3"
"2","172.6","22.3"
"3","172.6","22.3"
"4","172.6","22.3"
"5","172.7","22.3"
"6","172.7","22.3"
"7","172.7","22.3"
"8","172.7","22.3"
"9","172.7","22.3"
"10","172.8","22.3"
"11","172.8","22.3"
"12","172.8","22.3"
"13","172.8","22.3"
"14","172.8","22.3"
"15","172.9","22.3"
"16","172.9","22.3"
"Scope 1/1, Sample 2/3 (METTLER TOLEDO USA (Ref. 25?C) | 7.00)"
"Result","Measurenormal1"
"t","E","T"
"1","-0.1","22.1"
"2","-0.1","22.1"
"3","-0.1","22.1"
"4","-0.1","22.1"
"5","-0.1","22.1"
"6","-0.1","22.1"
"7","0.0","22.1"
"8","-0.1","22.1"
"9","-0.1","22.1"
"10","-0.1","22.1"
"11","-0.2","22.1"
"12","-0.1","22.1"
"13","0.1","22.1"
"14","0.0","22.1"
"15","0.0","22.1"
"Scope 1/1, Sample 3/3 (METTLER TOLEDO USA (Ref. 25?C) | 10.01)"
"Result","Measurenormal1"
"t","E","T"
"1","-172.2","22.1"
"2","-172.2","22.0"
"3","-172.2","22.0"
"4","-172.2","22.1"
"5","-172.2","22.0"
"6","-172.2","22.1"
"7","-172.3","22.1"
"8","-172.2","22.1"
"9","-172.3","22.0"
"10","-172.3","22.0"
"11","-172.3","22.0"
"12","-172.2","22.1"
"13","-172.3","22.1"
"14","-172.3","22.1"
"15","-172.3","22.1"
"16","-172.3","22.1"
