"Task","T2656"
"Scope 1/1, Sample 1/3 (METTLER TOLEDO USA (Ref. 25?C) | 4.01)"
"Result","Measurenormal1"
"t","E","T"
"1","168.5","26.4"
"2","168.5","26.4"
"3","168.5","26.4"
"4","168.5","26.4"
"5","168.6","26.4"
"6","168.6","26.4"
"7","168.6","26.4"
"8","168.6","26.4"
"9","168.7","26.4"
"10","168.7","26.4"
"11","168.7","26.4"
"12","168.7","26.4"
"13","168.7","26.4"
"14","168.7","26.4"
"15","168.8","26.4"
"Scope 1/1, Sample 2/3 (METTLER TOLEDO USA (Ref. 25?C) | 7.00)"
"Result","Measurenormal1"
"t","E","T"
"1","-6.6","26.3"
"2","-6.6","26.3"
"3","-6.6","26.3"
"4","-6.6","26.3"
"5","-6.6","26.3"
"6","-6.6","26.3"
"7","-6.6","26.3"
"8","-6.6","26.3"
"9","-6.6","26.3"
"10","-6.7","26.3"
"11","-6.6","26.3"
"12","-6.7","26.3"
"13","-6.6","26.3"
"14","-6.6","26.3"
"15","-6.6","26.3"
"Scope 1/1, Sample 3/3 (METTLER TOLEDO USA (Ref. 25?C) | 10.01)"
"Result","Measurenormal1"
"t","E","T"
"1","-181.0","26.3"
"2","-181.0","26.3"
"3","-181.0","26.3"
"4","-181.0","26.3"
"5","-181.0","26.3"
"6","-181.0","26.3"
"7","-181.0","26.3"
"8","-181.1","26.3"
"9","-181.0","26.3"
"10","-181.1","26.3"
"11","-181.1","26.3"
"12","-181.1","26.3"
"13","-181.1","26.3"
"14","-181.1","26.3"
"15","-181.1","26.3"
"16","-181.1","26.3"
